HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Ensembl gene ID
HGNC:239	Approved	ADCY8	adenylate cyclase 8	114	ENSG00000155897
HGNC:240	Approved	ADCY9	adenylate cyclase 9	115	ENSG00000162104
HGNC:21285	Approved	ADCY10	adenylate cyclase 10	55811	ENSG00000143199
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1	116	ENSG00000141433
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I	117	ENSG00000078549
HGNC:243	Approved	ADD1	adducin 1	118	ENSG00000087274
HGNC:244	Approved	ADD2	adducin 2	119	ENSG00000075340
HGNC:245	Approved	ADD3	adducin 3	120	ENSG00000148700
HGNC:21212	Approved	ADGB	androglobin	79747	ENSG00000118492
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	84435	ENSG00000197177
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	25960	ENSG00000020181
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	166647	ENSG00000152990
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	575	ENSG00000181790
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	576	ENSG00000121753
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	577	ENSG00000135298
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	283383	ENSG00000111452
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	347088	ENSG00000180264
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	2015	ENSG00000174837
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	30817	ENSG00000127507
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3	84658	ENSG00000131355
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5	976	ENSG00000123146
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1	266977	ENSG00000153292
HGNC:18991	Approved	ADGRF2	adhesion G protein-coupled receptor F2	222611	ENSG00000164393
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3	165082	ENSG00000173567
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4	221393	ENSG00000153294
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5	221395	ENSG00000069122
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1	9289	ENSG00000205336
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3	222487	ENSG00000182885
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5	221188	ENSG00000159618
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6	57211	ENSG00000112414
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7	84873	ENSG00000144820
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1	22859	ENSG00000072071
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	23266	ENSG00000117114
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3	23284	ENSG00000150471
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4	64123	ENSG00000162618
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	84059	ENSG00000164199
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	124	ENSG00000187758
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	125	ENSG00000196616
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	126	ENSG00000248144
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	127	ENSG00000198099
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	128	ENSG00000197894
HGNC:255	Approved	ADH6	alcohol dehydrogenase 6 (class V)	130	ENSG00000172955
HGNC:256	Approved	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	131	ENSG00000196344
HGNC:16354	Approved	ADHFE1	alcohol dehydrogenase iron containing 1	137872	ENSG00000147576
HGNC:30576	Approved	ADI1	acireductone dioxygenase 1	55256	ENSG00000182551
HGNC:28606	Approved	ADIG	adipogenin	149685	ENSG00000182035
HGNC:13633	Approved	ADIPOQ	adiponectin, C1Q and collagen domain containing	9370	ENSG00000181092
HGNC:24040	Approved	ADIPOR1	adiponectin receptor 1	51094	ENSG00000159346
HGNC:24041	Approved	ADIPOR2	adiponectin receptor 2	79602	ENSG00000006831
HGNC:24043	Approved	ADIRF	adipogenesis regulatory factor	10974	ENSG00000148671
HGNC:257	Approved	ADK	adenosine kinase	132	ENSG00000156110
HGNC:259	Approved	ADM	adrenomedullin	133	ENSG00000148926
HGNC:28898	Approved	ADM2	adrenomedullin 2	79924	ENSG00000128165
HGNC:27293	Approved	ADM5	adrenomedullin 5 (putative)	199800	ENSG00000224420
HGNC:15766	Approved	ADNP	activity dependent neuroprotector homeobox	23394	ENSG00000101126
HGNC:23803	Approved	ADNP2	ADNP homeobox 2	22850	ENSG00000101544
HGNC:23506	Approved	ADO	2-aminoethanethiol dioxygenase	84890	ENSG00000181915
HGNC:262	Approved	ADORA1	adenosine A1 receptor	134	ENSG00000163485
HGNC:263	Approved	ADORA2A	adenosine A2a receptor	135	ENSG00000128271
HGNC:264	Approved	ADORA2B	adenosine A2b receptor	136	ENSG00000170425
HGNC:268	Approved	ADORA3	adenosine A3 receptor	140	ENSG00000282608
HGNC:25250	Approved	ADPGK	ADP dependent glucokinase	83440	ENSG00000159322
HGNC:269	Approved	ADPRH	ADP-ribosylarginine hydrolase	141	ENSG00000144843
HGNC:21303	Approved	ADPRHL1	ADP-ribosylhydrolase like 1	113622	ENSG00000153531
HGNC:30925	Approved	ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	56985	ENSG00000170222
HGNC:21304	Approved	ADPRS	ADP-ribosylserine hydrolase	54936	ENSG00000116863
HGNC:277	Approved	ADRA1A	adrenoceptor alpha 1A	148	ENSG00000120907
HGNC:278	Approved	ADRA1B	adrenoceptor alpha 1B	147	ENSG00000170214
HGNC:280	Approved	ADRA1D	adrenoceptor alpha 1D	146	ENSG00000171873
HGNC:281	Approved	ADRA2A	adrenoceptor alpha 2A	150	ENSG00000150594
HGNC:282	Approved	ADRA2B	adrenoceptor alpha 2B	151	ENSG00000274286
HGNC:283	Approved	ADRA2C	adrenoceptor alpha 2C	152	ENSG00000184160
HGNC:285	Approved	ADRB1	adrenoceptor beta 1	153	ENSG00000043591
HGNC:286	Approved	ADRB2	adrenoceptor beta 2	154	ENSG00000169252
HGNC:288	Approved	ADRB3	adrenoceptor beta 3	155	ENSG00000188778
HGNC:15759	Approved	ADRM1	adhesion regulating molecule 1	11047	ENSG00000130706
HGNC:291	Approved	ADSL	adenylosuccinate lyase	158	ENSG00000239900
HGNC:20093	Approved	ADSS1	adenylosuccinate synthase 1	122622	ENSG00000185100
HGNC:292	Approved	ADSS2	adenylosuccinate synthase 2	159	ENSG00000035687
HGNC:21214	Approved	ADTRP	androgen dependent TFPI regulating protein	84830	ENSG00000111863
HGNC:303	Approved	AEBP1	AE binding protein 1	165	ENSG00000106624
HGNC:24051	Approved	AEBP2	AE binding protein 2	121536	ENSG00000139154
HGNC:25722	Approved	AEN	apoptosis enhancing nuclease	64782	ENSG00000181026
HGNC:24017	Approved	AFAP1	actin filament associated protein 1	60312	ENSG00000196526
HGNC:26714	Approved	AFAP1L1	actin filament associated protein 1 like 1	134265	ENSG00000157510
HGNC:25901	Approved	AFAP1L2	actin filament associated protein 1 like 2	84632	ENSG00000169129
HGNC:7137	Approved	AFDN	afadin, adherens junction formation factor	4301	ENSG00000130396
HGNC:7135	Approved	AFF1	AF4/FMR2 family member 1	4299	ENSG00000172493
HGNC:6473	Approved	AFF3	AF4/FMR2 family member 3	3899	ENSG00000144218
HGNC:17869	Approved	AFF4	AF4/FMR2 family member 4	27125	ENSG00000072364
HGNC:16411	Approved	AFG1L	AFG1 like ATPase	246269	ENSG00000135537
HGNC:315	Approved	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	ENSG00000141385
HGNC:316	Approved	AFM	afamin	173	ENSG00000079557
HGNC:20910	Approved	AFMID	arylformamidase	125061	ENSG00000183077
HGNC:317	Approved	AFP	alpha fetoprotein	174	ENSG00000081051
HGNC:25951	Approved	AFTPH	aftiphilin	54812	ENSG00000119844
HGNC:318	Approved	AGA	aspartylglucosaminidase	175	ENSG00000038002
HGNC:16922	Approved	AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	116987	ENSG00000157985
HGNC:16921	Approved	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	116986	ENSG00000135439
HGNC:16923	Approved	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988	ENSG00000133612
HGNC:23459	Approved	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	119016	ENSG00000188234
HGNC:23467	Approved	AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	729092	ENSG00000172650
HGNC:23466	Approved	AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	414189	ENSG00000204149
HGNC:23463	Approved	AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	642517	ENSG00000204172
HGNC:26504	Approved	AGBL1	ATP/GTP binding protein like 1	123624	ENSG00000273540
HGNC:26296	Approved	AGBL2	ATP/GTP binding protein like 2	79841	ENSG00000165923
HGNC:27981	Approved	AGBL3	ATP/GTP binding protein like 3	340351	ENSG00000146856
HGNC:25892	Approved	AGBL4	ATP/GTP binding protein like 4	84871	ENSG00000186094
HGNC:26147	Approved	AGBL5	ATP/GTP binding protein like 5	60509	ENSG00000084693
HGNC:320	Approved	AGER	advanced glycosylation end-product specific receptor	177	ENSG00000204305
HGNC:5175	Approved	AGFG1	ArfGAP with FG repeats 1	3267	ENSG00000173744
HGNC:5177	Approved	AGFG2	ArfGAP with FG repeats 2	3268	ENSG00000106351
HGNC:24684	Approved	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	ENSG00000164252
HGNC:21869	Approved	AGK	acylglycerol kinase	55750	ENSG00000006530
HGNC:321	Approved	AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase	178	ENSG00000162688
HGNC:18407	Approved	AGMAT	agmatinase	79814	ENSG00000116771
HGNC:33784	Approved	AGMO	alkylglycerol monooxygenase	392636	ENSG00000187546
HGNC:3262	Approved	AGO1	argonaute RISC component 1	26523	ENSG00000092847
HGNC:3263	Approved	AGO2	argonaute RISC catalytic component 2	27161	ENSG00000123908
HGNC:18421	Approved	AGO3	argonaute RISC catalytic component 3	192669	ENSG00000126070
HGNC:18424	Approved	AGO4	argonaute RISC component 4	192670	ENSG00000134698
HGNC:324	Approved	AGPAT1	1-acylglycerol-3-phosphate O-acyltransferase 1	10554	ENSG00000204310
HGNC:325	Approved	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2	10555	ENSG00000169692
HGNC:326	Approved	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	56894	ENSG00000160216
HGNC:20885	Approved	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4	56895	ENSG00000026652
HGNC:20886	Approved	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	55326	ENSG00000155189
HGNC:327	Approved	AGPS	alkylglycerone phosphate synthase	8540	ENSG00000018510
HGNC:328	Approved	AGR2	anterior gradient 2, protein disulphide isomerase family member	10551	ENSG00000106541
HGNC:24167	Approved	AGR3	anterior gradient 3, protein disulphide isomerase family member	155465	ENSG00000173467
HGNC:329	Approved	AGRN	agrin	375790	ENSG00000188157
HGNC:330	Approved	AGRP	agouti related neuropeptide	181	ENSG00000159723
HGNC:333	Approved	AGT	angiotensinogen	183	ENSG00000135744
HGNC:17258	Approved	AGTPBP1	ATP/GTP binding protein 1	23287	ENSG00000135049
HGNC:336	Approved	AGTR1	angiotensin II receptor type 1	185	ENSG00000144891
HGNC:13539	Approved	AGTRAP	angiotensin II receptor associated protein	57085	ENSG00000177674
HGNC:341	Approved	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	189	ENSG00000172482
HGNC:14412	Approved	AGXT2	alanine--glyoxylate aminotransferase 2	64902	ENSG00000113492
HGNC:24618	Approved	AHCTF1	AT-hook containing transcription factor 1	25909	ENSG00000153207
HGNC:343	Approved	AHCY	adenosylhomocysteinase	191	ENSG00000101444
HGNC:344	Approved	AHCYL1	adenosylhomocysteinase like 1	10768	ENSG00000168710
HGNC:22204	Approved	AHCYL2	adenosylhomocysteinase like 2	23382	ENSG00000158467
HGNC:25230	Approved	AHDC1	AT-hook DNA binding motif containing 1	27245	ENSG00000126705
HGNC:21575	Approved	AHI1	Abelson helper integration site 1	54806	ENSG00000135541
HGNC:347	Approved	AHNAK	AHNAK nucleoprotein	79026	ENSG00000124942
HGNC:20125	Approved	AHNAK2	AHNAK nucleoprotein 2	113146	ENSG00000185567
HGNC:348	Approved	AHR	aryl hydrocarbon receptor	196	ENSG00000106546
HGNC:346	Approved	AHRR	aryl-hydrocarbon receptor repressor	57491	ENSG00000063438
HGNC:1189	Approved	AHSA1	activator of HSP90 ATPase activity 1	10598	ENSG00000100591
HGNC:349	Approved	AHSG	alpha 2-HS glycoprotein	197	ENSG00000145192
HGNC:18075	Approved	AHSP	alpha hemoglobin stabilizing protein	51327	ENSG00000169877
HGNC:13203	Approved	AICDA	activation induced cytidine deaminase	57379	ENSG00000111732
HGNC:25761	Approved	AIDA	axin interactor, dorsalization associated	64853	ENSG00000186063
HGNC:352	Approved	AIF1	allograft inflammatory factor 1	199	ENSG00000204472
HGNC:28904	Approved	AIF1L	allograft inflammatory factor 1 like	83543	ENSG00000126878
HGNC:21411	Approved	AIFM2	apoptosis inducing factor mitochondria associated 2	84883	ENSG00000042286
HGNC:26398	Approved	AIFM3	apoptosis inducing factor mitochondria associated 3	150209	ENSG00000183773
HGNC:21607	Approved	AIG1	androgen induced 1	51390	ENSG00000146416
HGNC:357	Approved	AIM2	absent in melanoma 2	9447	ENSG00000163568
HGNC:10648	Approved	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	9255	ENSG00000164022
HGNC:20609	Approved	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965	ENSG00000106305
HGNC:358	Approved	AIP	aryl hydrocarbon receptor interacting protein	9049	ENSG00000110711
HGNC:359	Approved	AIPL1	aryl hydrocarbon receptor interacting protein like 1	23746	ENSG00000129221
HGNC:360	Approved	AIRE	autoimmune regulator	326	ENSG00000160224
HGNC:30801	Approved	AJAP1	adherens junctions associated protein 1	55966	ENSG00000196581
HGNC:37284	Approved	AJM1	apical junction component 1 homolog	389813	ENSG00000232434
HGNC:20250	Approved	AJUBA	ajuba LIM protein	84962	ENSG00000129474
HGNC:361	Approved	AK1	adenylate kinase 1	203	ENSG00000106992
HGNC:362	Approved	AK2	adenylate kinase 2	204	ENSG00000004455
HGNC:17376	Approved	AK3	adenylate kinase 3	50808	ENSG00000147853
HGNC:363	Approved	AK4	adenylate kinase 4	205	ENSG00000162433
HGNC:365	Approved	AK5	adenylate kinase 5	26289	ENSG00000154027
HGNC:49151	Approved	AK6	adenylate kinase 6	102157402	ENSG00000085231
HGNC:20091	Approved	AK7	adenylate kinase 7	122481	ENSG00000140057
HGNC:26526	Approved	AK8	adenylate kinase 8	158067	ENSG00000165695
HGNC:33814	Approved	AK9	adenylate kinase 9	221264	ENSG00000155085
HGNC:28285	Approved	AKAIN1	A-kinase anchor inhibitor 1	642597	ENSG00000231824
HGNC:367	Approved	AKAP1	A-kinase anchoring protein 1	8165	ENSG00000121057
HGNC:373	Approved	AKAP3	A-kinase anchoring protein 3	10566	ENSG00000111254
HGNC:375	Approved	AKAP5	A-kinase anchoring protein 5	9495	ENSG00000179841
HGNC:376	Approved	AKAP6	A-kinase anchoring protein 6	9472	ENSG00000151320
HGNC:377	Approved	AKAP7	A-kinase anchoring protein 7	9465	ENSG00000118507
HGNC:378	Approved	AKAP8	A-kinase anchoring protein 8	10270	ENSG00000105127
HGNC:29857	Approved	AKAP8L	A-kinase anchoring protein 8 like	26993	ENSG00000011243
HGNC:379	Approved	AKAP9	A-kinase anchoring protein 9	10142	ENSG00000127914
HGNC:368	Approved	AKAP10	A-kinase anchoring protein 10	11216	ENSG00000108599
HGNC:369	Approved	AKAP11	A-kinase anchoring protein 11	11215	ENSG00000023516
HGNC:370	Approved	AKAP12	A-kinase anchoring protein 12	9590	ENSG00000131016
HGNC:371	Approved	AKAP13	A-kinase anchoring protein 13	11214	ENSG00000170776
HGNC:1170	Approved	AKIP1	A-kinase interacting protein 1	56672	ENSG00000166452
HGNC:25744	Approved	AKIRIN1	akirin 1	79647	ENSG00000174574
HGNC:21407	Approved	AKIRIN2	akirin 2	55122	ENSG00000135334
HGNC:24108	Approved	AKNA	AT-hook transcription factor	80709	ENSG00000106948
HGNC:28398	Approved	AKNAD1	AKNA domain containing 1	254268	ENSG00000162641
HGNC:380	Approved	AKR1A1	aldo-keto reductase family 1 member A1	10327	ENSG00000117448
HGNC:381	Approved	AKR1B1	aldo-keto reductase family 1 member B	231	ENSG00000085662
HGNC:382	Approved	AKR1B10	aldo-keto reductase family 1 member B10	57016	ENSG00000198074
HGNC:37281	Approved	AKR1B15	aldo-keto reductase family 1 member B15	441282	ENSG00000227471
HGNC:384	Approved	AKR1C1	aldo-keto reductase family 1 member C1	1645	ENSG00000187134
HGNC:385	Approved	AKR1C2	aldo-keto reductase family 1 member C2	1646	ENSG00000151632
HGNC:386	Approved	AKR1C3	aldo-keto reductase family 1 member C3	8644	ENSG00000196139
HGNC:387	Approved	AKR1C4	aldo-keto reductase family 1 member C4	1109	ENSG00000198610
HGNC:388	Approved	AKR1D1	aldo-keto reductase family 1 member D1	6718	ENSG00000122787
HGNC:23437	Approved	AKR1E2	aldo-keto reductase family 1 member E2	83592	ENSG00000165568
HGNC:389	Approved	AKR7A2	aldo-keto reductase family 7 member A2	8574	ENSG00000053371
HGNC:390	Approved	AKR7A3	aldo-keto reductase family 7 member A3	22977	ENSG00000162482
HGNC:24056	Approved	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)	246181	ENSG00000211454
HGNC:391	Approved	AKT1	AKT serine/threonine kinase 1	207	ENSG00000142208
HGNC:28426	Approved	AKT1S1	AKT1 substrate 1	84335	ENSG00000204673
HGNC:392	Approved	AKT2	AKT serine/threonine kinase 2	208	ENSG00000105221
HGNC:393	Approved	AKT3	AKT serine/threonine kinase 3	10000	ENSG00000117020
HGNC:16710	Approved	AKTIP	AKT interacting protein	64400	ENSG00000166971
HGNC:395	Approved	ALAD	aminolevulinate dehydratase	210	ENSG00000148218
HGNC:396	Approved	ALAS1	5'-aminolevulinate synthase 1	211	ENSG00000023330
HGNC:399	Approved	ALB	albumin	213	ENSG00000163631
HGNC:400	Approved	ALCAM	activated leukocyte cell adhesion molecule	214	ENSG00000170017
HGNC:402	Approved	ALDH1A1	aldehyde dehydrogenase 1 family member A1	216	ENSG00000165092
HGNC:15472	Approved	ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854	ENSG00000128918
HGNC:409	Approved	ALDH1A3	aldehyde dehydrogenase 1 family member A3	220	ENSG00000184254
HGNC:407	Approved	ALDH1B1	aldehyde dehydrogenase 1 family member B1	219	ENSG00000137124
HGNC:3978	Approved	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10840	ENSG00000144908
HGNC:26777	Approved	ALDH1L2	aldehyde dehydrogenase 1 family member L2	160428	ENSG00000136010
HGNC:404	Approved	ALDH2	aldehyde dehydrogenase 2 family member	217	ENSG00000111275
HGNC:405	Approved	ALDH3A1	aldehyde dehydrogenase 3 family member A1	218	ENSG00000108602
HGNC:403	Approved	ALDH3A2	aldehyde dehydrogenase 3 family member A2	224	ENSG00000072210
HGNC:410	Approved	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221	ENSG00000006534
HGNC:411	Approved	ALDH3B2	aldehyde dehydrogenase 3 family member B2	222	ENSG00000132746
HGNC:406	Approved	ALDH4A1	aldehyde dehydrogenase 4 family member A1	8659	ENSG00000159423
HGNC:408	Approved	ALDH5A1	aldehyde dehydrogenase 5 family member A1	7915	ENSG00000112294
HGNC:7179	Approved	ALDH6A1	aldehyde dehydrogenase 6 family member A1	4329	ENSG00000119711
HGNC:877	Approved	ALDH7A1	aldehyde dehydrogenase 7 family member A1	501	ENSG00000164904
HGNC:15471	Approved	ALDH8A1	aldehyde dehydrogenase 8 family member A1	64577	ENSG00000118514
HGNC:412	Approved	ALDH9A1	aldehyde dehydrogenase 9 family member A1	223	ENSG00000143149
HGNC:28114	Approved	ALDH16A1	aldehyde dehydrogenase 16 family member A1	126133	ENSG00000161618
HGNC:9722	Approved	ALDH18A1	aldehyde dehydrogenase 18 family member A1	5832	ENSG00000059573
HGNC:414	Approved	ALDOA	aldolase, fructose-bisphosphate A	226	ENSG00000149925
HGNC:417	Approved	ALDOB	aldolase, fructose-bisphosphate B	229	ENSG00000136872
HGNC:418	Approved	ALDOC	aldolase, fructose-bisphosphate C	230	ENSG00000109107
HGNC:18294	Approved	ALG1	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase	56052	ENSG00000033011
HGNC:33721	Approved	ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like	200810	ENSG00000189366
HGNC:37258	Approved	ALG1L2	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2	644974	ENSG00000251287
HGNC:23159	Approved	ALG2	ALG2 alpha-1,3/1,6-mannosyltransferase	85365	ENSG00000119523
HGNC:23056	Approved	ALG3	ALG3 alpha-1,3- mannosyltransferase	10195	ENSG00000214160
HGNC:20266	Approved	ALG5	ALG5 dolichyl-phosphate beta-glucosyltransferase	29880	ENSG00000120697
HGNC:23157	Approved	ALG6	ALG6 alpha-1,3-glucosyltransferase	29929	ENSG00000088035
HGNC:23161	Approved	ALG8	ALG8 alpha-1,3-glucosyltransferase	79053	ENSG00000159063
HGNC:15672	Approved	ALG9	ALG9 alpha-1,2-mannosyltransferase	79796	ENSG00000086848
HGNC:23162	Approved	ALG10	ALG10 alpha-1,2-glucosyltransferase	84920	ENSG00000139133
